ID;Nazwa;ID TRAM;ID BUS;Lat;Lon;Strefa;Dzielnica;Ulica;Exit-only (E)/Tram (T)/Bus (B);NŻ;Ex ID;Ex Nazwa
413-1;Lekarska 01;;413-01;50.086846944;19.938515000;;;;;;;
413-2;Lekarska 02;;413-02;50.086567222;19.938259166;;;;;;;
413-3;Lekarska 03;;413-03;50.086540;19.938830;;;;;;;
182-1;Lesisko 01;;182-01;50.054078611;20.045303333;;;;;;;
182-81;Lesisko 81;;182-81;50.054073333;20.045319166;;;;;;;
280-1;Leszka Białego 01;;280-01;50.095823611;20.050785833;;;;;;;
280-2;Leszka Białego 02;;280-02;50.095812222;20.051748055;;;;;;;
340-1;Leśmiana 01;;340-01;50.068203055;19.832944166;;;;;;;
340-2;Leśmiana 02;;340-02;50.068142500;19.832121111;;;;;;;
735-1;Libertowska 01;;735-01;49.983439166;19.889454166;;;;;;;
735-2;Libertowska 02;;735-02;49.983711666;19.890076388;;;;;;;
2556-1;Libertów Dolny 01;;2556-01;49.979245000;19.910619722;;;;;;;
2556-2;Libertów Dolny 02;;2556-02;49.979617500;19.910845000;;;;;;;
2561-1;Libertów Droga do Sidziny 01;;2561-01;49.971533055;19.876386944;;;;;;;
2561-2;Libertów Droga do Sidziny 02;;2561-02;49.971589166;19.876126944;;;;;;;
2559-1;Libertów Działy 01;;2559-01;49.972137500;19.891467500;;;;;;;
2559-2;Libertów Działy 02;;2559-02;49.972173333;19.891093055;;;;;;;
2557-1;Libertów Góra Libertowska 01;;2557-01;49.973719444;19.907548888;;;;;;;
2557-2;Libertów Góra Libertowska 02;;2557-02;49.973010277;19.906807777;;;;;;;
2557-3;Libertów Góra Libertowska 03;;2557-03;49.973285277;19.905383333;;;;;;;
2557-4;Libertów Góra Libertowska 04;;2557-04;49.973553333;19.906909444;;;;;;;
2560-1;Libertów Krzyżówka 01;;2560-01;49.971640833;19.883965277;;;;;;;
2560-2;Libertów Krzyżówka 02;;2560-02;49.971682500;19.883672777;;;;;;;
2558-1;Libertów Szkoła 01;;2558-01;49.972456666;19.898455555;;;;;;;
2558-2;Libertów Szkoła 02;;2558-02;49.972707222;19.899923333;;;;;;;
2555-1;Libertów Świetlista 01;;2555-01;49.980005000;19.918224722;;;;;;;
2555-2;Libertów Świetlista 02;;2555-02;49.979943333;19.918494722;;;;;;;
2566-1;Libertów Zgodna 01;;2566-01;49.978653055;19.909628888;;;;;;;
2566-2;Libertów Zgodna 02;;2566-02;49.977914722;19.909211388;;;;;;;
641-1;Limanowskiego 01;641-1t;;50.045136;19.954882;;;;;;;
641-2;Limanowskiego 02;641-2t;;50.045;19.955911;;;;;;;
363-1;Lindego 01;;363-01;50.080848333;19.869755277;;;;;;;
363-2;Lindego 02;;363-02;50.080781111;19.872051666;;;;;;;
363-3;Lindego 03;;363-03;50.080045833;19.870633333;;;;;;;
528-1;Lipińskiego 01;528-1t;;50.030792;19.924804;;;;;;;
528-2;Lipińskiego 02;528-2t;;50.030738;19.924874;;;;;;;
528-3;Lipińskiego 03;;528-03;50.030495833;19.924587222;;;;;;;
528-4;Lipińskiego 04;;528-04;50.030676666;19.924880555;;;;;;;
748-2;Lipowskiego 02;;748-02;50.015096111;20.037180555;;;;;;;
674-1;Lipska 01;674-1t;;50.040641;19.98442;;;;;;;
674-2;Lipska 02;674-2t;;50.040688;19.981676;;;;;;;
674-3;Lipska 03;674-3t;;50.039687;19.982994;;;;;;;
674-4;Lipska 04;;674-04;50.041287500;19.983468888;;;;;;;
674-5;Lipska 05;;674-05;50.040839444;19.982450555;;;;;;;
674-6;Lipska 06;;674-06;50.040510000;19.983982500;;;;;;;
2037-1;Liszki Mazurowa 01;;2037-01;50.038935555;19.773340555;;;;;;;
2037-2;Liszki Mazurowa 02;;2037-02;50.038857500;19.774108055;;;;;;;
2038-1;Liszki Rondo 01;;2038-01;50.034710277;19.757534444;;;;;;;
2038-2;Liszki Rondo 02;;2038-02;50.035315555;19.759205000;;;;;;;
2023-1;Liszki Tyniecka 01;;2023-01;50.034634722;19.773614722;;;;;;;
2023-2;Liszki Tyniecka 02;;2023-02;50.034584166;19.773570833;;;;;;;
2024-1;Liszki Urząd Gminy 01;;2024-01;50.038633611;19.767443888;;;;;;;
2024-2;Liszki Urząd Gminy 02;;2024-02;50.038523333;19.768236944;;;;;;;
2024-3;Liszki Urząd Gminy 03;;2024-03;50.038748611;19.768544166;;;;;;;
2039-1;Liszki Wołowska Droga 01;;2039-01;50.031027500;19.749321111;;;;;;;
2039-2;Liszki Wołowska Droga 02;;2039-02;50.030921944;19.749248888;;;;;;;
851-1;Lubicz 01;851-1t;851-01;50.065243611;19.952410833;;;;;;;
851-2;Lubicz 02;851-2t;851-02;50.064992777;19.950995833;;;;;;;
851-3;Lubicz 03;851-3t;851-03;50.065598888;19.951663888;;;;;;;
862-1;Lublańska 01;;862-01;50.085256388;19.961970833;;;;;;;
862-2;Lublańska 02;;862-02;50.084896388;19.963585833;;;;;;;
196-1;Lubocza Bugaj 01;;196-01;50.092308888;20.075074166;;;;;;;
196-2;Lubocza Bugaj 02;;196-02;50.092107222;20.075872222;;;;;;;
197-1;Lubocza Przychodnia 01;;197-01;50.094814444;20.083555277;;;;;;;
197-2;Lubocza Przychodnia 02;;197-02;50.094997777;20.084653333;;;;;;;
195-1;Lubocza SKA 01;;195-01;50.088707222;20.073699166;;;;;;;
195-3;Lubocza SKA 03;;195-03;50.088430;20.073320;;;;;;;
195-4;Lubocza SKA 04;;195-04;50.088337500;20.073830833;;;;;;;
198-1;Lubocza Szkoła 01;;198-01;50.095176944;20.093040555;;;;;;;
198-2;Lubocza Szkoła 02;;198-02;50.094979166;20.093683055;;;;;;;
198-4;Lubocza Szkoła 04;;198-04;50.095710555;20.093715000;;;;;;;
199-1;Lubocza Trafo 01;;199-01;50.094400833;20.100579166;;;;;;;
199-2;Lubocza Trafo 02;;199-02;50.094325277;20.100451944;;;;;;;
2275-1;Luborzyca 01;;2275-01;50.146485000;20.109379722;;;;;;;
2275-81;Luborzyca 81;;2275-81;50.146426111;20.109266111;;;;;;;
2819-1;Luborzyca Piotrowiec 01;;2819-01;50.150431666;20.137296111;;;;;;;
2819-2;Luborzyca Piotrowiec 02;;2819-02;50.149578055;20.136284166;;;;;;;
2818-1;Luborzyca Przy Źródle 01;;2818-01;50.142872500;20.123667500;;;;;;;
2818-2;Luborzyca Przy Źródle 02;;2818-02;50.142942500;20.126348888;;;;;;;
2274-1;Luborzyca Szkoła 01;;2274-01;50.143976944;20.108370000;;;;;;;
2274-2;Luborzyca Szkoła 02;;2274-02;50.143377777;20.108541111;;;;;;;
531-1;Lubostroń 01;;531-01;50.015342222;19.902544166;;;;;;;
531-2;Lubostroń 02;;531-02;50.014238055;19.901520833;;;;;;;
531-3;Lubostroń 03;;531-03;50.015470;19.901980;;;;;;;
531-4;Lubostroń 04;;531-04;50.015360;19.901370;;;;;;;
554-1;Ludwinów 01;;554-01;50.043236388;19.934745000;;;;;;;
554-2;Ludwinów 02;;554-02;50.043267777;19.935156111;;;;;;;
2227-1;Lusina Dobrzyczany 01;;2227-01;49.959172777;19.929252222;;;;;;;
2227-2;Lusina Dobrzyczany 02;;2227-02;49.959016666;19.929179166;;;;;;;
2224-1;Lusina Dolna 01;;2224-01;49.973601666;19.933398333;;;;;;;
2224-2;Lusina Dolna 02;;2224-02;49.973646666;19.933513333;;;;;;;
2232-1;Lusina Dwór 01;;2232-01;49.973853333;19.927829722;;;;;;;
2232-2;Lusina Dwór 02;;2232-02;49.973641944;19.927939722;;;;;;;
2228-1;Lusina Górka 01;;2228-01;49.955023055;19.930003333;;;;;;;
2228-2;Lusina Górka 02;;2228-02;49.955186944;19.929833888;;;;;;;
2231-1;Lusina Krakowska 01;;2231-01;49.975648333;19.923042777;;;;;;;
2231-2;Lusina Krakowska 02;;2231-02;49.974973888;19.923919444;;;;;;;
2785-1;Lusina Krakówka 01;;2785-01;49.978592500;19.932300833;;;;;;;
2785-2;Lusina Krakówka 02;;2785-02;49.978666388;19.932238055;;;;;;;
2226-1;Lusina Kraśnik 01;;2226-01;49.963943055;19.934953888;;;;;;;
2226-2;Lusina Kraśnik 02;;2226-02;49.963931666;19.935033888;;;;;;;
2500-1;Lusina Łany 01;;2500-01;49.963164722;19.922831388;;;;;;;
2500-2;Lusina Łany 02;;2500-02;49.963262777;19.923417500;;;;;;;
2260-1;Lusina Pętla 01;;2260-01;49.961279444;19.917888611;;;;;;;
2260-81;Lusina Pętla 81;;2260-81;49.961250000;19.918012500;;;;;;;
2258-1;Lusina Spacerowa 01;;2258-01;49.970342777;19.930581111;;;;;;;
2258-2;Lusina Spacerowa 02;;2258-02;49.970615833;19.930591666;;;;;;;
2259-1;Lusina Szkoła 01;;2259-01;49.967490000;19.929688055;;;;;;;
2259-2;Lusina Szkoła 02;;2259-02;49.967676111;19.930098611;;;;;;;
2225-1;Lusina Zagrody 01;;2225-01;49.969266944;19.936070833;;;;;;;
2225-2;Lusina Zagrody 02;;2225-02;49.969214722;19.936248333;;;;;;;
2229-1;Lusina Zielona 01;;2229-01;49.953604166;19.933604722;;;;;;;
2229-2;Lusina Zielona 02;;2229-02;49.953710000;19.933446388;;;;;;;
553-1;Łagiewniki 01;553-1t;;50.030477;19.936964;;;;;;;
553-2;Łagiewniki 02;553-2t;;50.030486;19.937053;;;;;;;
553-3;Łagiewniki 03;553-3t;;50.029783;19.935369;;;;;;;
553-4;Łagiewniki 04;553-4t;;50.029498;19.935946;;;;;;;
553-5;Łagiewniki 05;553-5t;;50.029682;19.935452;;;;;;;
553-6;Łagiewniki 06;;553-06;50.029442500;19.936939444;;;;;;;
553-7;Łagiewniki 07;;553-07;50.030041388;19.936266666;;;;;;;
553-8;Łagiewniki 08;;553-08;50.028813611;19.937450000;;;;;;;
553-9;Łagiewniki 09;;553-09;50.029442777;19.935958888;;;;;;;
553-11;Łagiewniki 11;;553-11;50.028806666;19.936221111;;;;;;;
560-1;Łagiewniki SKA 01;560-1t;;50.02032;19.9317;;;;;;;
560-2;Łagiewniki SKA 02;560-2t;;50.022103;19.932601;;;;;;;
560-3;Łagiewniki SKA 03;560-3t;;50.02111;19.93288;;;;;;;
560-4;Łagiewniki SKA 04;;560-04;50.021835277;19.932886111;;;;;;;
560-5;Łagiewniki SKA 05;560-5t;;50.0221;19.93254;;;;;;;
560-6;Łagiewniki SKA 06;;560-06;50.021440;19.931880;;;;;;;
560-9;Łagiewniki SKA 09;;560-09;50.020057500;19.931672500;;;;;;;
489-1;Łagiewniki ZUS 01;489-01;;50.024577;19.933922;;;;;;;
7524-71;Łempickiego 71;;7524-71;50.078419722;20.061234444;;;;;;;
7524-72;Łempickiego 72;;7524-72;50.078304722;20.060010833;;;;;;;
142-1;Łęczycka 01;;142-01;50.092868333;20.006270555;;;;;;;
142-2;Łęczycka 02;;142-02;50.092866944;20.006484166;;;;;;;
373-1;Łobzów SKA 01;;373-01;50.081646111;19.916340277;;;;;;;
373-2;Łobzów SKA 02;;373-02;50.081517777;19.916122222;;;;;;;
373-3;Łobzów SKA 03;;373-03;50.082311944;19.916193333;;;;;;;
373-4;Łobzów SKA 04;;373-04;50.082465277;19.915028055;;;;;;;
2199-1;Łososkowice Remiza 01;;2199-01;50.187687500;20.160179444;;;;;;;
2198-1;Łososkowice Szkoła 01;;2198-01;50.190593055;20.156122500;;;;;;;
2198-2;Łososkowice Szkoła 02;;2198-02;50.190568055;20.156543333;;;;;;;
206-2;Łuczanowice 02;;206-02;50.107271666;20.110763333;;;;;;;
206-82;Łuczanowice 82;;206-82;50.107248888;20.110848055;;;;;;;
204-1;Łuczanowice Skrzyżowanie 01;;204-01;50.111292222;20.119452777;;;;;;;
204-2;Łuczanowice Skrzyżowanie 02;;204-02;50.111446388;20.120175277;;;;;;;
430-1;Łuczanowicka 01;;430-01;50.101436111;20.098001944;;;;;;;
430-2;Łuczanowicka 02;;430-02;50.100580277;20.096363333;;;;;;;
2388-1;Łuczyce Kosynierów 01;;2388-01;50.160359166;20.084675000;;;;;;;
2388-2;Łuczyce Kosynierów 02;;2388-02;50.160550555;20.083952222;;;;;;;
2385-1;Łuczyce Las 01;;2385-01;50.159234444;20.092256666;;;;;;;
2385-2;Łuczyce Las 02;;2385-02;50.159161944;20.091826944;;;;;;;
2389-1;Łuczyce Zjawienie 01;;2389-01;50.164681666;20.075208055;;;;;;;
2389-2;Łuczyce Zjawienie 02;;2389-02;50.164748611;20.075541944;;;;;;;
2682-1;Łuczyce Zwierzyniec 01;;2682-01;50.170098888;20.069213055;;;;;;;
2682-2;Łuczyce Zwierzyniec 02;;2682-02;50.170539722;20.068969722;;;;;;;
746-1;Łuczyńskiego 01;;746-01;50.012840555;19.912753333;;;;;;;
746-2;Łuczyńskiego 02;;746-02;50.013076666;19.913398055;;;;;;;
855-1;Łukasiewicza 01;;855-01;50.075265555;19.965461388;;;;;;;
701-1;Łutnia 01;;701-01;50.040614722;20.073716111;;;;;;;
701-2;Łutnia 02;;701-02;50.040484722;20.073278888;;;;;;;
630-1;Łużycka 01;;630-01;50.008153055;19.973993888;;;;;;;
630-2;Łużycka 02;;630-02;50.007801111;19.974555555;;;;;;;
2551-1;Maciejowice Góra 01;;2551-01;50.137023888;20.070134166;;;;;;;
2551-2;Maciejowice Góra 02;;2551-02;50.137101666;20.070105000;;;;;;;
2552-1;Maciejowice Pętla 01;;2552-01;50.142419444;20.071178611;;;;;;;
2538-1;Maciejowice Skrzyżowanie 01;;2538-01;50.140249166;20.074158888;;;;;;;
2538-2;Maciejowice Skrzyżowanie 02;;2538-02;50.140207222;20.074310555;;;;;;;
423-1;Mackiewicza 01;;423-01;50.089590277;19.943970555;;;;;;;
423-2;Mackiewicza 02;;423-02;50.090404444;19.943153888;;;;;;;
423-3;Mackiewicza 03;;423-03;50.090679722;19.944044444;;;;;;;
792-1;Madejówka 01;;792-01;50.013615833;20.028113888;;;;;;;
792-2;Madejówka 02;;792-02;50.014186388;20.028192222;;;;;;;
695-1;Magazynowa 01;;695-01;50.024965833;20.038096111;;;;;;;
695-2;Magazynowa 02;;695-02;50.025494166;20.038400000;;;;;;;
864-1;Majora 01;;864-01;50.088419722;19.963471944;;;;;;;
864-2;Majora 02;;864-02;50.088389166;19.965432500;;;;;;;
864-3;Majora 03;;864-03;50.087973055;19.964217222;;;;;;;
620-1;Makowa 01;;620-01;50.027071666;19.966611388;;;;;;;
620-2;Makowa 02;;620-02;50.027352222;19.965973611;;;;;;;
379-1;Makowskiego 01;;379-01;50.087574722;19.917282777;;;;;;;
379-2;Makowskiego 02;;379-02;50.087745000;19.916055277;;;;;;;
379-3;Makowskiego 03;;379-03;50.087612777;19.916406666;;;;;;;
379-4;Makowskiego 04;;379-04;50.087667777;19.917394444;;;;;;;
160-1;Makuszyńskiego 01;;160-01;50.089327500;20.042095277;;;;;;;
160-2;Makuszyńskiego 02;;160-02;50.089506388;20.043788611;;;;;;;
621-1;Malborska 01;;621-01;50.026394166;19.972981111;;;;;;;
621-2;Malborska 02;;621-02;50.026502222;19.973354722;;;;;;;
621-3;Malborska 03;;621-03;50.026035833;19.974830833;;;;;;;
751-1;Malborska Szkoła 01;;751-01;50.022223888;19.965351111;;;;;;;
751-2;Malborska Szkoła 02;;751-02;50.022056111;19.964478333;;;;;;;
302-1;Malczewskiego 01;;302-01;50.048877777;19.901660833;;;;;;;
302-2;Malczewskiego 02;;302-02;50.048739444;19.903566666;;;;;;;
302-3;Malczewskiego 03;;302-03;50.049005833;19.904131388;;;;;;;
302-4;Malczewskiego 04;;302-04;50.049780;19.903150;;;;;;;
532-1;Malinowskiego 01;;532-01;49.984029722;19.984153055;;;;;;;
532-2;Malinowskiego 02;;532-02;49.984194166;19.982993611;;;;;;;
2641-1;Mała Wieś Skrzyżowanie 01;;2641-01;49.998691111;20.102006388;;;;;;;
2641-2;Mała Wieś Skrzyżowanie 02;;2641-02;49.998813888;20.102002500;;;;;;;
711-1;Mały Płaszów P+R 01;711-1t;;50.040064;20.001498;;;;;;;Mały Płaszów 01
711-2;Mały Płaszów P+R 02;;711-02;50.039519722;20.000665000;;;;;;;Mały Płaszów 02
711-3;Mały Płaszów P+R 03;;711-03;50.039947500;19.999499166;;;;;;;Mały Płaszów 03
711-5;Mały Płaszów P+R 05;;711-05;50.040318611;20.000796666;;;;;;;Mały Płaszów 05
767-1;Marchołta 01;;767-01;50.092637222;19.987713333;;;;;;;
767-2;Marchołta 02;;767-02;50.093185000;19.987922222;;;;;;;
2654-1;Marszowice 01;;2654-01;50.187792777;20.092670000;;;;;;;
2654-2;Marszowice 02;;2654-02;50.187996111;20.092540555;;;;;;;
2653-1;Marszowice Centrum 01;;2653-01;50.181376388;20.093338333;;;;;;;
2653-2;Marszowice Centrum 02;;2653-02;50.180536388;20.093407777;;;;;;;
2653-3;Marszowice Centrum 03;;2653-03;50.180916944;20.092871388;;;;;;;
2653-4;Marszowice Centrum 04;;2653-04;50.180798055;20.093081111;;;;;;;
2652-1;Marszowice Góry 01;;2652-01;50.170666944;20.096178888;;;;;;;
2652-2;Marszowice Góry 02;;2652-02;50.170821111;20.095888611;;;;;;;
916-1;Marycjusza 01;;916-01;50.098463333;20.025136111;;;;;;;
916-2;Marycjusza 02;;916-02;50.098227500;20.025448611;;;;;;;
2172-1;Masłomiąca Długa 01;;2172-01;50.157797222;20.013451388;;;;;;;
2172-2;Masłomiąca Długa 02;;2172-02;50.158061111;20.013127500;;;;;;;
2303-1;Masłomiąca Koźlica 01;;2303-01;50.160331111;19.989183055;;;;;;;
2303-2;Masłomiąca Koźlica 02;;2303-02;50.160460277;19.989884444;;;;;;;
2171-1;Masłomiąca Staw 01;;2171-01;50.160668333;19.999554444;;;;;;;
2171-2;Masłomiąca Staw 02;;2171-02;50.160728333;19.998710000;;;;;;;
2466-1;Maszyce Remiza 01;;2466-01;50.179202222;19.860974166;;;;;;;
2466-2;Maszyce Remiza 02;;2466-02;50.179169722;19.861612500;;;;;;;
2465-1;Maszyce Sadzawka 01;;2465-01;50.178248333;19.863428888;;;;;;;
2465-2;Maszyce Sadzawka 02;;2465-02;50.177787222;19.863409166;;;;;;;
2467-1;Maszyce Skrzyżowanie 01;;2467-01;50.180565555;19.855829166;;;;;;;
2467-2;Maszyce Skrzyżowanie 02;;2467-02;50.180767777;19.855749722;;;;;;;
370-1;Mazowiecka 01;;370-01;50.077827222;19.917712500;;;;;;;
370-2;Mazowiecka 02;;370-02;50.078620833;19.918173888;;;;;;;
170-1;Medweckiego 01;;170-01;50.076020;20.007330;;;;;;;
170-2;Medweckiego 02;;170-02;50.076310;20.007340;;;;;;;
387-1;Mehoffera 01;;387-01;50.089291666;19.913718055;;;;;;;
387-2;Mehoffera 02;;387-02;50.089598611;19.912648333;;;;;;;
590-1;Meissnera 01;;590-01;50.076057500;19.979455555;;;;;;;
590-2;Meissnera 02;;590-02;50.074881388;19.979854166;;;;;;;
590-71;Meissnera 71;;590-71;50.075547500;19.980431944;;;;;;;
216-1;Meksyk (NŻ) 01;216-1t;;50.069815;20.09469;;;;;NŻ;;
216-2;Meksyk (NŻ) 02;216-2t;;50.069892;20.095243;;;;;NŻ;;
596-1;Merkuriusza Polskiego 01;;596-01;49.993071111;19.938896388;;;;;;;
596-2;Merkuriusza Polskiego 02;;596-02;49.992691388;19.940142222;;;;;;;
350-1;Miasteczko Studenckie AGH 01;;350-01;50.069619722;19.906450833;;;;;;;
350-2;Miasteczko Studenckie AGH 02;;350-02;50.069898333;19.905584722;;;;;;;
350-3;Miasteczko Studenckie AGH 03;;350-03;50.070400277;19.904257777;;;;;;;
350-4;Miasteczko Studenckie AGH 04;;350-04;50.069695833;19.903704166;;;;;;;
2364-1;Michałowice Banasiówka 01;;2364-01;50.145162222;19.968547222;;;;;;;
2364-2;Michałowice Banasiówka 02;;2364-02;50.146468055;19.967007500;;;;;;;
2365-1;Michałowice Brzozowa 01;;2365-01;50.149907222;19.957629444;;;;;;;
2365-2;Michałowice Brzozowa 02;;2365-02;50.150121388;19.957110277;;;;;;;
2151-1;Michałowice Centrum 01;;2151-01;50.158880555;19.980463611;;;;;;;Michałowice I 01
2151-2;Michałowice Centrum 02;;2151-02;50.158327222;19.980366666;;;;;;;Michałowice I 02
2150-1;Michałowice Dąbrowskich 01;;2150-01;50.151508611;19.983826944;;;;;;;Michałowice 01
2150-2;Michałowice Dąbrowskich 02;;2150-02;50.150942500;19.983664444;;;;;;;Michałowice 02
2155-1;Michałowice Gościniec 01;;2155-01;50.173828888;19.945677777;;;;;;;
2155-2;Michałowice Gościniec 02;;2155-02;50.173854166;19.944473888;;;;;;;
2155-3;Michałowice Gościniec 03;;2155-03;50.173743888;19.942943611;;;;;;;
2155-4;Michałowice Gościniec 04;;2155-04;50.173630000;19.942779444;;;;;;;
2161-1;Michałowice Górna 01;;2161-01;50.168182500;19.977970833;;;;;;;Michałowice II 01
2161-2;Michałowice Górna 02;;2161-02;50.165252500;19.978500277;;;;;;;Michałowice II 02
2366-1;Michałowice Jana Pawła II 01;;2366-01;50.154870555;19.949112500;;;;;;;
2366-2;Michałowice Jana Pawła II 02;;2366-02;50.154248611;19.949079166;;;;;;;
2366-3;Michałowice Jana Pawła II 03;;2366-03;50.154990555;19.948140000;;;;;;;
2149-1;Michałowice Komora 01;;2149-01;50.142495833;19.970965000;;;;;;;
2149-2;Michałowice Komora 02;;2149-02;50.141321666;19.970214722;;;;;;;
2149-3;Michałowice Komora 03;;2149-03;50.142585277;19.969959166;;;;;;;
2368-1;Michałowice Kwiaty Polne 01;;2368-01;50.146747222;19.963174444;;;;;;;
2368-2;Michałowice Kwiaty Polne 02;;2368-02;50.146910833;19.962590555;;;;;;;
2675-1;Michałowice Las Michałowski 01;;2675-01;50.158217777;19.943144444;;;;;;;
2675-2;Michałowice Las Michałowski 02;;2675-02;50.159415555;19.940957222;;;;;;;
2163-1;Michałowice Laskowiec 01;;2163-01;50.172693055;19.961180555;;;;;;;
2163-2;Michałowice Laskowiec 02;;2163-02;50.172582777;19.961750555;;;;;;;
2152-1;Michałowice Lecznica 01;;2152-01;50.165422500;19.968972777;;;;;;;
2152-2;Michałowice Lecznica 02;;2152-02;50.165299166;19.967603888;;;;;;;
2154-1;Michałowice Michałówka 01;;2154-01;50.170205000;19.940404166;;;;;;;
2154-2;Michałowice Michałówka 02;;2154-02;50.170185555;19.940174444;;;;;;;
2153-1;Michałowice Na Stoku 01;;2153-01;50.168411944;19.951726944;;;;;;;Michałowice Górna 01
2153-2;Michałowice Na Stoku 02;;2153-02;50.168538611;19.950575833;;;;;;;Michałowice Górna 02
2687-1;Michałowice Ośrodek Zdrowia 01;;2687-01;50.161466111;19.979734444;;;;;;;
2687-2;Michałowice Ośrodek Zdrowia 02;;2687-02;50.162161388;19.979321388;;;;;;;
2814-2;Michałowice P+R 02;;2814-02;50.158837222;19.978371666;;;;;;;
2367-1;Michałowice Ujęcie Wody 01;;2367-01;50.158291944;19.966984444;;;;;;;
2367-2;Michałowice Ujęcie Wody 02;;2367-02;50.158319722;19.966002500;;;;;;;
2162-1;Michałowice Warszawka 01;;2162-01;50.171070000;19.975142500;;;;;;;
2162-2;Michałowice Warszawka 02;;2162-02;50.170991666;19.975394444;;;;;;;
861-1;Miechowity 01;;861-01;50.083382777;19.968943611;;;;;;;
861-2;Miechowity 02;;861-02;50.083048888;19.970922777;;;;;;;
861-3;Miechowity 03;;861-03;50.083418611;19.970431111;;;;;;;
861-72;Miechowity 72;;861-72;50.083512222;19.969613888;;;;;;;
651-1;Miejskie Centrum Opieki 01;;651-01;50.009386388;20.003603055;;;;;;;
474-1;Millana 01;;474-01;50.017580000;19.942225833;;;;;;;
474-2;Millana 02;;474-02;50.017421944;19.941811944;;;;;;;
815-1;Miodowa 01;815-1t;815-01;50.053947777;19.947988611;;;;;;;
815-2;Miodowa 02;815-2t;815-02;50.053207500;19.948975833;;;;;;;
139-1;Mistrzejowice 01;139-1t;;50.0954231;19.995568;;;;;;;
139-2;Mistrzejowice 02;;139-02;50.095478055;19.994608333;;;;;;;
139-3;Mistrzejowice 03;;139-03;50.095607500;19.993841944;;;;;;;
139-4;Mistrzejowice 04;139-4t;;50.095011;19.996302;;;;;;;
139-5;Mistrzejowice 05;;139-05;50.095890833;19.996135833;;;;;;;
140-1;Miśnieńska 01;140-1t;;50.094489;19.999999;;;;;;;
140-2;Miśnieńska 02;140-2t;;50.094406;20.000154;;;;;;;
140-3;Miśnieńska 03;;140-03;50.094622500;20.000107500;;;;;;;
140-4;Miśnieńska 04;;140-04;50.094397222;20.000519444;;;;;;;
661-1;Młodzieży 01;;661-01;50.022840;20.002510;;;;;;;
661-2;Młodzieży 02;;661-02;50.022850;20.001930;;;;;;;
2166-1;Młynka Kalwaryjska (NŻ) 01;;2166-01;50.113818333;19.697141944;;;;;NŻ;;
2166-2;Młynka Kalwaryjska (NŻ) 02;;2166-02;50.113883611;19.697491944;;;;;NŻ;;
2167-1;Młynka Pętla 01;;2167-01;50.111924166;19.692382222;;;;;;;
466-1;Młynówka SKA 01;;466-01;50.081406666;19.858358333;;;;;;;
466-2;Młynówka SKA 02;;466-02;50.081187500;19.859071944;;;;;;;
2791-1;Mników Granica 01;;2791-01;50.064403611;19.737409166;;;;;;;
2791-2;Mników Granica 02;;2791-02;50.064472777;19.737750000;;;;;;;
2572-1;Mników Pańska Góra 01;;2572-01;50.063428055;19.721111111;;;;;;;
2572-2;Mników Pańska Góra 02;;2572-02;50.062737777;19.720773888;;;;;;;
2063-1;Mników Remiza 01;;2063-01;50.059949444;19.722221388;;;;;;;
2063-2;Mników Remiza 02;;2063-02;50.059858888;19.721940555;;;;;;;
2573-1;Mników Skały 01;;2573-01;50.068845000;19.707355000;;;;;;;
2062-1;Mników Sklep 01;;2062-01;50.059877500;19.727815000;;;;;;;
2062-2;Mników Sklep 02;;2062-02;50.059823888;19.728576944;;;;;;;
2062-3;Mników Sklep 03;;2062-03;50.060491111;19.727852500;;;;;;;
2062-4;Mników Sklep 04;;2062-04;50.060967777;19.729065000;;;;;;;
2790-1;Mników Zarynnie 01;;2790-01;50.066179166;19.719208888;;;;;;;
2790-2;Mników Zarynnie 02;;2790-02;50.066340555;19.718667777;;;;;;;
541-1;Mochnaniec 01;;541-01;50.016704444;19.882138055;;;;;;;
541-2;Mochnaniec 02;;541-02;50.016599166;19.881162777;;;;;;;
2119-1;Modlnica Cicha 01;;2119-01;50.125266944;19.884461388;;;;;;;
2119-2;Modlnica Cicha 02;;2119-02;50.124954722;19.885066944;;;;;;;
2316-1;Modlnica Kolonia 01;;2316-01;50.129149444;19.870378333;;;;;;;
2316-2;Modlnica Kolonia 02;;2316-02;50.127478888;19.870273333;;;;;;;
2317-1;Modlnica Komora 01;;2317-01;50.138300277;19.864890833;;;;;;;
